marca,estabelecimento
picpay,PICPAY *ZX7 UBERPREPA    
picpay,PICPAY *ZY2 UBERPREPA    
picpay,PICPAY *ZZ6 UBERPREPA    
picpay,PICPAY*AK2 UBERPREPA     
picpay,PICPAY*AS5 UBERPREPA     
picpay,PICPAY*AZ2 UBERPREPA     
picpay,PICPAY*CZ4 UBERPREPA     
picpay,PICPAY*DD2 UBERPREPA     
picpay,PICPAY*DS5 UBERPREPA     
picpay,PICPAY*EB3 UBERPREPA     
picpay,PICPAY*EB9 UBERPREPA     
picpay,PICPAY*EM3 UBERPREPA     
picpay,PICPAY*ER8 UBERPREPA     
picpay,PICPAY*FD5 UBERPREPA     
picpay,PICPAY*FF9 GLAUBERBR     
picpay,PICPAY*FH8 UBERPREPA     
picpay,PICPAY*FJ1 JOUBERTRO     
picpay,PICPAY*FM8 UBERPREPA     
picpay,PICPAY*FQ2 UBERPREPA     
picpay,PICPAY*FU7 UBERPREPA     
picpay,PICPAY*GJ8 UBERPREPA     
picpay,PICPAY*GS2 UBERPREPA     
picpay,PICPAY*GT3 UBERPREPA     
picpay,PICPAY*JP9 UBEREATS      
picpay,PICPAY*JP9 UBERPREPA     
picpay,PICPAY*KY6 UBERPREPA     
picpay,PICPAY*MP5 UBERPREPA     
picpay,PICPAY*MX1 UBERPREPA     
picpay,PICPAY*PP5 JUBERTOTH     
picpay,PICPAY*QH2 UBERPREPA     
picpay,PICPAY*RA6 UBERPREPA     
picpay,PICPAY*RC8 UBERPREPA     
picpay,PICPAY*RU2 UBERPREPA     
picpay,PICPAY*SC5 UBERPREPA     
picpay,PICPAY*SK4 UBERPREPA     
picpay,PICPAY*TA1 UBERPREPA     
picpay,PICPAY*TA4 UBERPREPA     
picpay,PICPAY*TE3 UBERPREPA     
picpay,PICPAY*TG4 UBERPREPA     
picpay,PICPAY*VR8 UBERPREPA     
picpay,PICPAY*XN1 UBERPREPA     
picpay,PICPAY*XZ7 UBERPREPA     
picpay,PICPAY*YP7 UBERPREPA     
picpay,PICPAY*ZE3 UBERPREPA     
picpay,PICPAY*ZH1 UBERPREPA     
picpay,PICPAY*ZK4 UBERPREPA  
picpay,PICPAY
picpay,PICPAY
picpay,PICPAY
picpay,PICPAY
picpay,PICPAY
picpay,PICPAY
picpay,PICPAY
picpay,PICPAY
picpay,PICPAY
picpay,PICPAY
picpay,PICPAY
picpay,PICPAY
picpay,PICPAY   
picpay,PICPAY
picpay,PICPAY
picpay,PICPAY
picpay,PICPAY
picpay,PICPAY
picpay,PICPAY
picpay,PICPAY
picpay,PICPAY
picpay,PICPAY
picpay,PICPAY
picpay,PICPAY
picpay,PICPAY
picpay,PICPAY 
picpay,PIC PAY
picpay,PIC PAY
picpay,PIC PAY
picpay,PIC PAY
picpay,PIC PAY
picpay,PIC PAY
picpay,PIC PAY
picpay,PIC PAY
picpay,PIC PAY
picpay,PIC PAY
picpay,PIC PAY
picpay,PIC PAY
picpay,PIC PAY
picpay,PIC PAY
picpay,PIC PAY
picpay,PIC PAY
picpay,PIC PAY
picpay,PIC PAY
picpay,PIC PAY
picpay,PIC PAY
picpay,PIC PAY
picpay,PIC PAY
picpay,PIC PAY
picpay,PIC PAY
picpay,PIC PAY
picpay,PICPAYUBER               
picpay,PICPAY      *NaturalDo   
picpay,PICPAY*NaturaMix         
picpay,PICPAY      *NaturalBo   
picpay,PICPAY      *NaturaMix   
picpay,PICPAY      *NaturaleS   
picpay,PicPayRecarga            
picpay,ContasPicPay             
picpay,Picpay SK9 KA            
picpay,PICPAY*SK9 KAUEHANSE     
picpay,PICPAY*IM4 LUIZPOLID     
picpay,PICPAY*QV4 MARCIAPOL     
picpay,Picpay LP9 CA            
picpay,PICPAY*YX1 PGTOCONTA     
picpay,PICPAY *RV4 SAMUELLEI    
picpay,PARC=110PICPAY      *RV4 
picpay,PICPAY *MH6 PGTOCONTA    
picpay,PICPAY *QM8 GUILHERME    
picpay,PICPAY      *ZM5 RECAR   
picpay,PICPAY *GP6 PGTOCONTA    
picpay,PICPAY      *EF2 PGTOC   
picpay,PICPAY      *EF2 NICOL   
picpay,PICPAY      *TP2 MARIL   
picpay,PICPAY *TP2 MARILENEV    
picpay,PICPAY*MY9 PGTOCONTA     
picpay,PICPAY *PG6 RECARGACE    
picpay,PICPAY *UJ7 JONASFERR    
picpay,PICPAY *ZV5 THALITASA    
picpay,PARC=108PICPAY      *FW8 
picpay,PARC=106PICPAY      *FW8 
picpay,PICPAY *WE5 PGTOCONTA    
picpay,PICPAY *KY4 RECARGACE    
picpay,PICPAY*AN1 SARAHCAST     
picpay,PICPAY *BD3 PGTOCONTA    
picpay,PICPAY      *DP1 RAFAE   
picpay,PICPAY*QE6 PGTOCONTA     
picpay,PICPAY *PT9 PGTOCONTA    
picpay,PICPAY      *ZR9 PGTOC   
picpay,PICPAY      *ZR9 RECAR   
picpay,PICPAY*GK3 THIAGOLOP     
picpay,PICPAY*GU8 PGTOCONTA     
picpay,PARC=112PICPAY      *GU8 
picpay,PICPAY *RN3 PGTOCONTA    
picpay,PICPAY*XN7 PGTOCONTA     
picpay,PICPAY *VD1 PGTOCONTA    
picpay,PICPAY *QS1 PGTOCONTA    
picpay,PARC=103PICPAY      *ND7 
picpay,PICPAY *BILHETEUNICO     
picpay,PICPAY *ND7 RECARGACE    
picpay,PICPAY*NG5 EDMILSONS     
picpay,PICPAY *FH6 ADRIANOME    
picpay,PICPAY *PT5 PEDROMELO    
picpay,PICPAY *BARBOSALANCHE    
picpay,PICPAY      *QH5 PGTOC   
picpay,PICPAY      *ZQ5 EDIVA   
uber,Uber Do Brasil Tecnologia
uber     ,UBER   *HXTB4            
uber     ,UBER   *MY5BP            
uber     ,UBER   *RMMAV            
uber     ,UBER   *TBDLV            
uber     ,UBER   *TIP 4STIZ        
uber     ,UBER   *TRIP             
uber     ,UBER   *TRIP 22PRH       
uber     ,UBER   *TRIP 22WF3       
uber     ,UBER   *TRIP 235B4       
uber     ,UBER   *TRIP 23SGX       
uber     ,UBER   *TRIP 2COY4       
uber     ,UBER   *TRIP 2D7XD       
uber     ,UBER   *TRIP 2NKKP       
uber     ,UBER   *TRIP 2NLDY       
uber     ,UBER   *TRIP 2OTWU       
uber     ,UBER   *TRIP 2PS6P       
uber     ,UBER   *TRIP 2S7LM       
uber     ,UBER   *TRIP 2TIOQ       
uber     ,UBER   *TRIP 2TL6A       
uber     ,UBER   *TRIP 2UEQP       
uber     ,UBER   *TRIP 2VILE       
uber     ,UBER   *TRIP 2X5U2       
uber     ,UBER   *TRIP 32QEI       
uber     ,UBER   *TRIP 33ZFO       
uber     ,UBER   *TRIP 35ZRC       
uber     ,UBER   *TRIP 3AYUX       
uber     ,UBER   *TRIP 3CDQB       
uber     ,UBER   *TRIP 3G63N       
uber     ,UBER   *TRIP 3GYBD       
uber     ,UBER   *TRIP 3JVLK       
uber     ,UBER   *TRIP 3JZ2M       
uber     ,UBER   *TRIP 3K74C       
uber     ,UBER   *TRIP 3KW7O       
uber     ,UBER   *TRIP 3MZC5       
uber     ,UBER   *TRIP 3OV6G       
uber     ,UBER   *TRIP 3PBWL       
uber     ,UBER   *TRIP 3PUI7       
uber     ,UBER   *TRIP 3QRXU       
uber     ,UBER   *TRIP 3UOH4       
uber     ,UBER   *TRIP 3YA74       
uber     ,UBER   *TRIP 4324Y       
uber     ,UBER   *TRIP 43J4M       
uber     ,UBER   *TRIP 44FJF       
uber     ,UBER   *TRIP 452YF       
uber     ,UBER   *TRIP 45D4G       
uber     ,UBER   *TRIP 45JFX       
uber     ,UBER   *TRIP 4BAI2       
uber     ,UBER   *TRIP 4BARX       
uber     ,UBER   *TRIP 4BIM3       
uber     ,UBER   *TRIP 4BW5A       
uber     ,UBER   *TRIP 4EOX4       
uber     ,UBER   *TRIP 4FAN2       
uber     ,UBER   *TRIP 4FI6X       
uber     ,UBER   *TRIP 4HPIC       
uber     ,UBER   *TRIP 4IMRR       
uber     ,UBER   *TRIP 4SYUP       
uber     ,UBER   *TRIP 4UZXJ       
uber     ,UBER   *TRIP 4Y76E       
uber     ,UBER   *TRIP 4ZKGU       
uber     ,UBER   *TRIP 533ZT       
uber     ,UBER   *TRIP 53A4A       
uber     ,UBER   *TRIP 53C6M       
uber     ,UBER   *TRIP 55DCA       
uber     ,UBER   *TRIP 56BNA       
uber     ,UBER   *TRIP 5CVQZ       
uber     ,UBER   *TRIP 5FGSE       
uber     ,UBER   *TRIP 5HIQ5       
uber     ,UBER   *TRIP 5KY35       
uber     ,UBER   *TRIP 5LRZV       
uber     ,UBER   *TRIP 5MXAX       
uber     ,UBER   *TRIP 5OM4B       
uber     ,UBER   *TRIP 5OYQQ       
uber     ,UBER   *TRIP 5P3B5       
uber     ,UBER   *TRIP 5QPOZ       
uber     ,UBER   *TRIP 5SXQK       
uber     ,UBER   *TRIP 5VX4N       
uber     ,UBER   *TRIP 5XLIA       
uber     ,UBER   *TRIP 5XVW5       
uber     ,UBER   *TRIP 5YU7N       
uber     ,UBER   *TRIP 62Y6R       
uber     ,UBER   *TRIP 646FR       
uber     ,UBER   *TRIP 65SJ7       
uber     ,UBER   *TRIP 67VCZ       
uber     ,UBER   *TRIP 6ASK7       
uber     ,UBER   *TRIP 6DFG6       
uber     ,UBER   *TRIP 6ESEP       
uber     ,UBER   *TRIP 6FRCJ       
uber     ,UBER   *TRIP 6I35B       
uber     ,UBER   *TRIP 6JTET       
uber     ,UBER   *TRIP 6KPFM       
uber     ,UBER   *TRIP 6KX7H       
uber     ,UBER   *TRIP 6TTXA       
uber     ,UBER   *TRIP 6XA4O       
uber     ,UBER   *TRIP 72ZJC       
uber     ,UBER   *TRIP 743XX       
uber     ,UBER   *TRIP 75FYG       
uber     ,UBER   *TRIP 76S4A       
uber     ,UBER   *TRIP 7AOME       
uber     ,UBER   *TRIP 7BVTU       
uber     ,UBER   *TRIP 7FWR4       
uber     ,UBER   *TRIP 7IJME       
uber     ,UBER   *TRIP 7JRTC       
uber     ,UBER   *TRIP 7JVX4       
uber     ,UBER   *TRIP 7LYJM       
uber     ,UBER   *TRIP 7OBA3       
uber     ,UBER   *TRIP 7OLKZ       
uber     ,UBER   *TRIP 7P4O2       
uber     ,UBER   *TRIP 7P6DE       
uber     ,UBER   *TRIP 7RB5E       
uber     ,UBER   *TRIP 7SD7B       
uber     ,UBER   *TRIP 7VUY7       
uber     ,UBER   *TRIP 7W4ZF       
uber     ,UBER   *TRIP 7XICX       
uber     ,UBER   *TRIP 7ZO5T       
uber     ,UBER   *TRIP A25LX       
uber     ,UBER   *TRIP A3NNM       
uber     ,UBER   *TRIP A4EQR       
uber     ,UBER   *TRIP A6LR7       
uber     ,UBER   *TRIP AASD6       
uber     ,UBER   *TRIP ADNSO       
uber     ,UBER   *TRIP AGUP5       
uber     ,UBER   *TRIP AIGBV       
uber     ,UBER   *TRIP AKFFE       
uber     ,UBER   *TRIP AMK2C       
uber     ,UBER   *TRIP AOARN       
uber     ,UBER   *TRIP AOEDN       
uber     ,UBER   *TRIP AOITW       
uber     ,UBER   *TRIP APJET       
uber     ,UBER   *TRIP ASTVO       
uber     ,UBER   *TRIP AWBAW       
uber     ,UBER   *TRIP AWL54       
uber     ,UBER   *TRIP AWWU5       
uber     ,UBER   *TRIP AX2LZ       
uber     ,UBER   *TRIP AXBUT       
uber     ,UBER   *TRIP B4OL7       
uber     ,UBER   *TRIP B7VG4       
uber     ,UBER   *TRIP BAZ74       
uber     ,UBER   *TRIP BBSRR       
uber     ,UBER   *TRIP BDBKZ       
uber     ,UBER   *TRIP BE67E       
uber     ,UBER   *TRIP BEDOU       
uber     ,UBER   *TRIP BIOZ7       
uber     ,UBER   *TRIP BJBBH       
uber     ,UBER   *TRIP BKVAD       
uber     ,UBER   *TRIP BM7FN       
uber     ,UBER   *TRIP BMNUV       
uber     ,UBER   *TRIP BQZLB       
uber     ,UBER   *TRIP BRQEI       
uber     ,UBER   *TRIP BRR7Z       
uber     ,UBER   *TRIP BSNGD       
uber     ,UBER   *TRIP BU4S5       
uber     ,UBER   *TRIP BUAPF       
uber     ,UBER   *TRIP BVUCH       
uber     ,UBER   *TRIP BX65E       
uber     ,UBER   *TRIP BXFEZ       
uber     ,UBER   *TRIP C46BS       
uber     ,UBER   *TRIP C4H6O       
uber     ,UBER   *TRIP C4UOS       
uber     ,UBER   *TRIP CC567       
uber     ,UBER   *TRIP CEPOF       
uber     ,UBER   *TRIP CGTQE       
uber     ,UBER   *TRIP CHIVW       
uber     ,UBER   *TRIP CHLP6       
uber     ,UBER   *TRIP CKY4B       
uber     ,UBER   *TRIP CLRVS       
uber     ,UBER   *TRIP CNDAK       
uber     ,UBER   *TRIP CORS2       
uber     ,UBER   *TRIP CPPBC       
uber     ,UBER   *TRIP CPR3G       
uber     ,UBER   *TRIP CRSH4       
uber     ,UBER   *TRIP CSASK       
uber     ,UBER   *TRIP CT7QB       
uber     ,UBER   *TRIP CUBAZ       
uber     ,UBER   *TRIP CUEEL       
uber     ,UBER   *TRIP CVHWA       
uber     ,UBER   *TRIP CVT6A       
uber     ,UBER   *TRIP CWNPJ       
uber     ,UBER   *TRIP D22VZ       
uber     ,UBER   *TRIP D4SMH       
uber     ,UBER   *TRIP D54GA       
uber     ,UBER   *TRIP DCG5P       
uber     ,UBER   *TRIP DDT6H       
uber     ,UBER   *TRIP DE5HU       
uber     ,UBER   *TRIP DGDCI       
uber     ,UBER   *TRIP DHRU6       
uber     ,UBER   *TRIP DJL4P       
uber     ,UBER   *TRIP DKTNX       
uber     ,UBER   *TRIP DL2H2       
uber     ,UBER   *TRIP DNVZQ       
uber     ,UBER   *TRIP DPMV2       
uber     ,UBER   *TRIP DXFHU       
uber     ,UBER   *TRIP DYYLY       
uber     ,UBER   *TRIP DZ5VA       
uber     ,UBER   *TRIP E4P5V       
uber     ,UBER   *TRIP E5J7X       
uber     ,UBER   *TRIP E6H2E       
uber     ,UBER   *TRIP EBEUF       
uber     ,UBER   *TRIP EE2QQ       
uber     ,UBER   *TRIP EEIOE       
uber     ,UBER   *TRIP EENVK       
uber     ,UBER   *TRIP EGCTD       
uber     ,UBER   *TRIP EIICN       
uber     ,UBER   *TRIP EIYPK       
uber     ,UBER   *TRIP ENWBR       
uber     ,UBER   *TRIP EO5ST       
uber     ,UBER   *TRIP EOIDY       
uber     ,UBER   *TRIP EPYN4       
uber     ,UBER   *TRIP EQ4RK       
uber     ,UBER   *TRIP EVP72       
uber     ,UBER   *TRIP EVVFH       
uber     ,UBER   *TRIP EXEUA       
uber     ,UBER   *TRIP F6ZEA       
uber     ,UBER   *TRIP F7SFF       
uber     ,UBER   *TRIP FA2BD       
uber     ,UBER   *TRIP FAN2S       
uber     ,UBER   *TRIP FD6EY       
uber     ,UBER   *TRIP FFMJF       
uber     ,UBER   *TRIP FH5HD       
uber     ,UBER   *TRIP FIHA7       
uber     ,UBER   *TRIP FJ5LT       
uber     ,UBER   *TRIP FJSSV       
uber     ,UBER   *TRIP FMB2H       
uber     ,UBER   *TRIP FO2TH       
uber     ,UBER   *TRIP FQ7WM       
uber     ,UBER   *TRIP FQMZY       
uber     ,UBER   *TRIP FT7NP       
uber     ,UBER   *TRIP FVUXD       
uber     ,UBER   *TRIP FWFTW       
uber     ,UBER   *TRIP FZBOX       
uber     ,UBER   *TRIP FZTDR       
uber     ,UBER   *TRIP FZWCD       
uber     ,UBER   *TRIP G2FEX       
uber     ,UBER   *TRIP G3D2J       
uber     ,UBER   *TRIP G47M4       
uber     ,UBER   *TRIP G4EKU       
uber     ,UBER   *TRIP G4WZN       
uber     ,UBER   *TRIP G5PT3       
uber     ,UBER   *TRIP GAMRH       
uber     ,UBER   *TRIP GBRLI       
uber     ,UBER   *TRIP GCKVV       
uber     ,UBER   *TRIP GGXWP       
uber     ,UBER   *TRIP GHYX2       
uber     ,UBER   *TRIP GLHK7       
uber     ,UBER   *TRIP GPDFC       
uber     ,UBER   *TRIP GPDPN       
uber     ,UBER   *TRIP GRIWF       
uber     ,UBER   *TRIP GROGM       
uber     ,UBER   *TRIP GTC45       
uber     ,UBER   *TRIP GULFF       
uber     ,UBER   *TRIP GUS26       
uber     ,UBER   *TRIP GX5NT       
uber     ,UBER   *TRIP GYXUI       
uber     ,UBER   *TRIP GZZD5       
uber     ,UBER   *TRIP H3NEV       
uber     ,UBER   *TRIP H57XI       
uber     ,UBER   *TRIP H7IAR       
uber     ,UBER   *TRIP H7JHN       
uber     ,UBER   *TRIP HAKTI       
uber     ,UBER   *TRIP HBPLQ       
uber     ,UBER   *TRIP HCCXF       
uber     ,UBER   *TRIP HCLVD       
uber     ,UBER   *TRIP HCYWV       
uber     ,UBER   *TRIP HD3MZ       
uber     ,UBER   *TRIP HDH5W       
uber     ,UBER   *TRIP HLE66       
uber     ,UBER   *TRIP HMMDW       
uber     ,UBER   *TRIP HO4B6       
uber     ,UBER   *TRIP HP273       
uber     ,UBER   *TRIP HPFL3       
uber     ,UBER   *TRIP HS2ZG       
uber     ,UBER   *TRIP HSEKH       
uber     ,UBER   *TRIP HSWUH       
uber     ,UBER   *TRIP HUZVC       
uber     ,UBER   *TRIP HVBRS       
uber     ,UBER   *TRIP HVRLL       
uber     ,UBER   *TRIP HVW42       
uber     ,UBER   *TRIP HX55P       
uber     ,UBER   *TRIP I4RYN       
uber     ,UBER   *TRIP IBFPM       
uber     ,UBER   *TRIP IBVJF       
uber     ,UBER   *TRIP IE7LB       
uber     ,UBER   *TRIP IGVL2       
uber     ,UBER   *TRIP IGXP6       
uber     ,UBER   *TRIP IKJ6Q       
uber     ,UBER   *TRIP INRW6       
uber     ,UBER   *TRIP IPXF4       
uber     ,UBER   *TRIP IRBHY       
uber     ,UBER   *TRIP IRS26       
uber     ,UBER   *TRIP IT7I4       
uber     ,UBER   *TRIP IVHCN       
uber     ,UBER   *TRIP IW5XP       
uber     ,UBER   *TRIP IXZIY       
uber     ,UBER   *TRIP J7XWU       
uber     ,UBER   *TRIP JB7AE       
uber     ,UBER   *TRIP JBFWJ       
uber     ,UBER   *TRIP JFGF2       
uber     ,UBER   *TRIP JGFH2       
uber     ,UBER   *TRIP JJKOV       
uber     ,UBER   *TRIP JQLER       
uber     ,UBER   *TRIP JRL7K       
uber     ,UBER   *TRIP JTINY       
uber     ,UBER   *TRIP JTMLH       
uber     ,UBER   *TRIP JWG4D       
uber     ,UBER   *TRIP JXY7I       
uber     ,UBER   *TRIP K2MGH       
uber     ,UBER   *TRIP K3NFH       
uber     ,UBER   *TRIP K3UP6       
uber     ,UBER   *TRIP K542N       
uber     ,UBER   *TRIP K7JWZ       
uber     ,UBER   *TRIP KAS6N       
uber     ,UBER   *TRIP KDVGI       
uber     ,UBER   *TRIP KEOON       
uber     ,UBER   *TRIP KFPHD       
uber     ,UBER   *TRIP KI3PO       
uber     ,UBER   *TRIP KI5AI       
uber     ,UBER   *TRIP KKIVF       
uber     ,UBER   *TRIP KKZJB       
uber     ,UBER   *TRIP KL2QE       
uber     ,UBER   *TRIP KNC2K       
uber     ,UBER   *TRIP KNFT4       
uber     ,UBER   *TRIP KPARW       
uber     ,UBER   *TRIP KPHBH       
uber     ,UBER   *TRIP KQQGQ       
uber     ,UBER   *TRIP KS3BF       
uber     ,UBER   *TRIP KVNNZ       
uber     ,UBER   *TRIP KWXPB       
uber     ,UBER   *TRIP KXNM7       
uber     ,UBER   *TRIP KZLKA       
uber     ,UBER   *TRIP L3KWO       
uber     ,UBER   *TRIP L5YVK       
uber     ,UBER   *TRIP L64CY       
uber     ,UBER   *TRIP LA3LO       
uber     ,UBER   *TRIP LH5KC       
uber     ,UBER   *TRIP LHHPP       
uber     ,UBER   *TRIP LHVEG       
uber     ,UBER   *TRIP LJHC7       
uber     ,UBER   *TRIP LR3AV       
uber     ,UBER   *TRIP LUDXR       
uber     ,UBER   *TRIP LUHPI       
uber     ,UBER   *TRIP LV6BN       
uber     ,UBER   *TRIP LYDNR       
uber     ,UBER   *TRIP LZPDI       
uber     ,UBER   *TRIP LZRXD       
uber     ,UBER   *TRIP M2WVU       
uber     ,UBER   *TRIP M33DO       
uber     ,UBER   *TRIP M7HXP       
uber     ,UBER   *TRIP M7UXB       
uber     ,UBER   *TRIP MB4N5       
uber     ,UBER   *TRIP MBUXD       
uber     ,UBER   *TRIP MPQ23       
uber     ,UBER   *TRIP MV44F       
uber     ,UBER   *TRIP MV7JQ       
uber     ,UBER   *TRIP MXZMB       
uber     ,UBER   *TRIP N35HE       
uber     ,UBER   *TRIP N6SWP       
uber     ,UBER   *TRIP N7N57       
uber     ,UBER   *TRIP N7Z7H       
uber     ,UBER   *TRIP N7ZRL       
uber     ,UBER   *TRIP NAY4C       
uber     ,UBER   *TRIP NEVHU       
uber     ,UBER   *TRIP NFWRV       
uber     ,UBER   *TRIP NKUPR       
uber     ,UBER   *TRIP NKWBK       
uber     ,UBER   *TRIP NLH6P       
uber     ,UBER   *TRIP NOXWC       
uber     ,UBER   *TRIP NPFKD       
uber     ,UBER   *TRIP NPYWA       
uber     ,UBER   *TRIP NUJQX       
uber     ,UBER   *TRIP NVNYH       
uber     ,UBER   *TRIP NVRKU       
uber     ,UBER   *TRIP NWY4M       
uber     ,UBER   *TRIP NY7IJ       
uber     ,UBER   *TRIP NY7PQ       
uber     ,UBER   *TRIP NYJ3N       
uber     ,UBER   *TRIP O25YR       
uber     ,UBER   *TRIP O2ERR       
uber     ,UBER   *TRIP O2OR3       
uber     ,UBER   *TRIP O3HXN       
uber     ,UBER   *TRIP O46ZQ       
uber     ,UBER   *TRIP O574X       
uber     ,UBER   *TRIP O5WTY       
uber     ,UBER   *TRIP OBI6Z       
uber     ,UBER   *TRIP OCCPN       
uber     ,UBER   *TRIP OCRG6       
uber     ,UBER   *TRIP ODNZS       
uber     ,UBER   *TRIP OEIXD       
uber     ,UBER   *TRIP OF5FB       
uber     ,UBER   *TRIP OGVOS       
uber     ,UBER   *TRIP OL6MQ       
uber     ,UBER   *TRIP OM2J6       
uber     ,UBER   *TRIP OM3IS       
uber     ,UBER   *TRIP OMDCS       
uber     ,UBER   *TRIP OPABO       
uber     ,UBER   *TRIP OSSEJ       
uber     ,UBER   *TRIP OTIOT       
uber     ,UBER   *TRIP P5ZY2       
uber     ,UBER   *TRIP P7D2U       
uber     ,UBER   *TRIP P7ITQ       
uber     ,UBER   *TRIP P7KKK       
uber     ,UBER   *TRIP PBQZ3       
uber     ,UBER   *TRIP PDRET       
uber     ,UBER   *TRIP PEMUR       
uber     ,UBER   *TRIP PIGBQ       
uber     ,UBER   *TRIP PMAPP       
uber     ,UBER   *TRIP PPJDY       
uber     ,UBER   *TRIP PVZGK       
uber     ,UBER   *TRIP Q33SB       
uber     ,UBER   *TRIP Q6JPT       
uber     ,UBER   *TRIP QA7JL       
uber     ,UBER   *TRIP QB2E5       
uber     ,UBER   *TRIP QCSNM       
uber     ,UBER   *TRIP QEPK5       
uber     ,UBER   *TRIP QFAIP       
uber     ,UBER   *TRIP QFPQR       
uber     ,UBER   *TRIP QGAED       
uber     ,UBER   *TRIP QIQ45       
uber     ,UBER   *TRIP QRCF3       
uber     ,UBER   *TRIP QSLVK       
uber     ,UBER   *TRIP QSLW3       
uber     ,UBER   *TRIP QT6SY       
uber     ,UBER   *TRIP QVWEP       
uber     ,UBER   *TRIP QWO5R       
uber     ,UBER   *TRIP QXVXI       
uber     ,UBER   *TRIP R2FUM       
uber     ,UBER   *TRIP R2HI6       
uber     ,UBER   *TRIP R2HYC       
uber     ,UBER   *TRIP R6OTH       
uber     ,UBER   *TRIP RC2QU       
uber     ,UBER   *TRIP RDOQG       
uber     ,UBER   *TRIP REJIZ       
uber     ,UBER   *TRIP RHYGF       
uber     ,UBER   *TRIP RI27D       
uber     ,UBER   *TRIP RJLK4       
uber     ,UBER   *TRIP RKRDD       
uber     ,UBER   *TRIP RM7L4       
uber     ,UBER   *TRIP RMLVM       
uber     ,UBER   *TRIP RMZW2       
uber     ,UBER   *TRIP RRAPY       
uber     ,UBER   *TRIP RSD67       
uber     ,UBER   *TRIP RUYQ2       
uber     ,UBER   *TRIP S5I62       
uber     ,UBER   *TRIP S5KEV       
uber     ,UBER   *TRIP S7JUT       
uber     ,UBER   *TRIP SDSA6       
uber     ,UBER   *TRIP SIQLR       
uber     ,UBER   *TRIP SMGOB       
uber     ,UBER   *TRIP SOULV       
uber     ,UBER   *TRIP SQGER       
uber     ,UBER   *TRIP SRRCB       
uber     ,UBER   *TRIP SUK5W       
uber     ,UBER   *TRIP SVIWN       
uber     ,UBER   *TRIP SZ7WW       
uber     ,UBER   *TRIP SZBKP       
uber     ,UBER   *TRIP T2NIG       
uber     ,UBER   *TRIP T3DQ2       
uber     ,UBER   *TRIP T3JGL       
uber     ,UBER   *TRIP T5YD7       
uber     ,UBER   *TRIP TEFWN       
uber     ,UBER   *TRIP TIFEH       
uber     ,UBER   *TRIP TILTM       
uber     ,UBER   *TRIP TIV5X       
uber     ,UBER   *TRIP TJ377       
uber     ,UBER   *TRIP TJR6O       
uber     ,UBER   *TRIP TKF3E       
uber     ,UBER   *TRIP TSOFU       
uber     ,UBER   *TRIP TTCNA       
uber     ,UBER   *TRIP TTFQN       
uber     ,UBER   *TRIP TTKB2       
uber     ,UBER   *TRIP TUCAQ       
uber     ,UBER   *TRIP TVMHQ       
uber     ,UBER   *TRIP TW626       
uber     ,UBER   *TRIP TWDO3       
uber     ,UBER   *TRIP TYJC4       
uber     ,UBER   *TRIP TZZWO       
uber     ,UBER   *TRIP U25SB       
uber     ,UBER   *TRIP U2VI4       
uber     ,UBER   *TRIP U3QOC       
uber     ,UBER   *TRIP U5MQK       
uber     ,UBER   *TRIP UBVSH       
uber     ,UBER   *TRIP UCDXH       
uber     ,UBER   *TRIP UCUEW       
uber     ,UBER   *TRIP UDDLH       
uber     ,UBER   *TRIP UDEGZ       
uber     ,UBER   *TRIP UEROH       
uber     ,UBER   *TRIP UHEGF       
uber     ,UBER   *TRIP UJGFS       
uber     ,UBER   *TRIP UL4TE       
uber     ,UBER   *TRIP UL5WD       
uber     ,UBER   *TRIP UMU6E       
uber     ,UBER   *TRIP UQPVA       
uber     ,UBER   *TRIP USBZ6       
uber     ,UBER   *TRIP UUPMN       
uber     ,UBER   *TRIP UXTWJ       
uber     ,UBER   *TRIP V2HAY       
uber     ,UBER   *TRIP V7YYI       
uber     ,UBER   *TRIP VAINF       
uber     ,UBER   *TRIP VAJBR       
uber     ,UBER   *TRIP VD7BJ       
uber     ,UBER   *TRIP VGXPV       
uber     ,UBER   *TRIP VLDHD       
uber     ,UBER   *TRIP VPKIL       
uber     ,UBER   *TRIP VS2IG       
uber     ,UBER   *TRIP VSGV2       
uber     ,UBER   *TRIP VTCCY       
uber     ,UBER   *TRIP VU3YR       
uber     ,UBER   *TRIP VWGWJ       
uber     ,UBER   *TRIP VYSAD       
uber     ,UBER   *TRIP VZI3H       
uber     ,UBER   *TRIP WCEQB       
uber     ,UBER   *TRIP WEG3A       
uber     ,UBER   *TRIP WEMWR       
uber     ,UBER   *TRIP WFUMJ       
uber     ,UBER   *TRIP WI6H3       
uber     ,UBER   *TRIP WMDWW       
uber     ,UBER   *TRIP WNML4       
uber     ,UBER   *TRIP WNTSN       
uber     ,UBER   *TRIP WSPV4       
uber     ,UBER   *TRIP WU5ON       
uber     ,UBER   *TRIP WVE2K       
uber     ,UBER   *TRIP WXRAV       
uber     ,UBER   *TRIP WYHUR       
uber     ,UBER   *TRIP WZDEC       
uber     ,UBER   *TRIP WZYPL       
uber     ,UBER   *TRIP X2O3Z       
uber     ,UBER   *TRIP X3C4G       
uber     ,UBER   *TRIP X4YQF       
uber     ,UBER   *TRIP XAV5N       
uber     ,UBER   *TRIP XBXEJ       
uber     ,UBER   *TRIP XGXMK       
